0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036: ReferencePressure(Pa): 95825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
now (ms),fps,gpsTime,gpsLat (deg),gpsLon (deg),gpsAlt (m),gpsHead (deg),gpsSpeed (m/s),gpsSats,bmpTemp (deg C),bmpPressure (Pa),bmpAlt (m),thermistor0 (deg C),thermistor1 (deg C),thermistor2 (deg C),thermistor3 (deg C),thermistor4 (deg C),tmp0 (deg C),tmp1 (deg C),gyroTemp (deg C),accelX (m/s^2),accelY (m/s^2),accelZ (m/s^2),angVelX (deg/s),angVelY (deg/s),angVelZ (deg/s),magX (Gauss),magY (Gauss),magZ (Gauss)
1076: XTendAPI: Going to ENextSection::Failure because of unhandled API Identifier 138!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084: XTendAPI: In failure state with 1 bytes remaining,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257745,106,05:00.2,24,121,0,0,0,0,36.6,95789,3.171,-6.309,-6.434,-7.961,-9.019,-5.45,38.625,35.75,37.193,-0.479877,-0.061857,-10.548666,-5.783318,-4.148624,6.842913,25.205385,-0.000769,-0.000769
258250,105,05:00.7,24,121,0,0,0,0,36.6,95800,2.204,-6.559,-6.434,-8.354,-9.561,-5.939,38.687,35.75,37.132,-0.460839,-0.055742,-10.561752,-5.996366,-4.115213,6.774969,25.205385,-0.000769,-0.000769
258756,105,05:01.2,24,121,0,0,0,0,36.6,95792,2.907,-6.434,-6.559,-8.486,-9.561,-5.939,38.75,35.75,37.132,-0.483996,-0.048283,-10.553022,-6.007412,-4.190402,6.752627,25.205385,-0.000769,-0.000769
259258,106,05:01.7,24,121,0,0,0,0,36.6,95804,1.85,-6.434,-6.559,-8.354,-9.425,-5.693,38.75,35.75,37.239,-0.460277,-0.049572,-10.57922,-5.980086,-4.127681,6.679015,25.205385,-0.000769,-0.000769
259764,106,05:02.2,24,121,0,0,0,0,36.6,95806,1.675,-5.572,-5.693,-7.317,-8.092,-4.729,38.687,35.75,37.175,-0.483917,-0.048784,-10.587511,-6.221021,-4.074394,6.683545,25.205385,-0.000769,-0.000769
260270,107,05:02.7,24,121,0,0,0,0,36.6,95808,1.498,-6.559,-6.559,-8.486,-9.561,-5.939,38.562,35.75,37.154,-0.523872,-0.051939,-10.621713,-5.890346,-4.08507,6.738073,25.205385,-0.000769,-0.000769
260776,107,05:03.2,24,121,0,0,0,0,36.6,95789,3.171,-6.559,-6.684,-8.354,-9.561,-5.816,38.562,35.687,37.111,-0.500928,-0.0455,-10.591991,-5.843619,-4.232087,6.677175,25.205385,-0.000769,-0.000769
261284,106,05:03.7,24,121,0,0,0,0,36.6,95800,2.204,-6.684,-6.684,-8.354,-9.425,-5.693,38.562,35.687,37.121,-0.556654,-0.029954,-10.566521,-5.901559,-4.14075,6.702702,25.205385,-0.000769,-0.000769
261787,106,05:04.2,24,121,0,0,0,0,36.6,95809,1.411,-6.185,-6.309,-7.961,-9.019,-5.45,38.562,35.687,37.146,-0.540815,-0.067796,-10.565753,-6.079511,-4.016385,6.625456,25.205385,-0.000769,-0.000769
262291,106,05:04.7,24,121,0,0,0,0,36.6,95802,2.027,-6.185,-6.309,-7.961,-9.019,-5.45,38.562,35.625,37.082,-0.52626,-0.052303,-10.60923,-5.986925,-4.165773,6.832219,25.205385,-0.000769,-0.000769
262797,106,05:05.2,24,121,0,0,0,0,36.6,95806,1.675,-6.062,-6.434,-7.831,-8.885,-5.208,38.5,35.625,37.129,-0.474304,-0.049134,-10.580204,-5.904857,-4.312547,6.863077,25.205385,-0.000769,-0.000769
263302,107,05:05.7,24,121,0,0,0,0,36.6,95791,2.994,-6.434,-6.935,-8.354,-9.425,-5.693,38.5,35.625,37.107,-0.491823,-0.051568,-10.579111,-5.769011,-4.329619,6.895809,25.205385,-0.000769,-0.000769
263809,107,05:06.2,24,121,0,0,0,0,36.6,95795,2.642,-6.062,-6.309,-7.831,-8.751,-5.208,38.562,35.625,37.132,-0.49649,-0.046729,-10.594161,-5.914419,-4.077277,6.876469,25.205385,-0.000769,-0.000769
264314,107,05:06.7,24,121,0,0,0,0,36.6,95803,1.939,-6.684,-6.935,-8.619,-9.698,-5.939,38.562,35.5,37.082,-0.481311,-0.066474,-10.574101,-5.945182,-4.128525,6.858968,25.205385,-0.000769,-0.000769
264818,107,05:07.2,24,121,0,0,0,0,36.6,95807,1.585,-6.559,-6.809,-8.354,-9.425,-5.693,38.562,35.5,37.086,-0.481784,-0.0667,-10.574493,-5.891161,-4.122292,6.857629,25.205385,-0.000769,-0.000769
265326,106,05:07.7,24,121,0,0,0,0,36.6,95802,2.027,-6.684,-6.809,-8.619,-9.561,-5.939,38.5,35.5,37.1,-0.507442,-0.056532,-10.562471,-5.878931,-4.11852,6.910643,25.205385,-0.000769,-0.000769
265826,106,05:08.2,24,121,0,0,0,0,36.6,95806,1.675,-6.559,-6.809,-8.486,-9.561,-5.816,38.5,35.5,37.075,-0.487272,-0.053214,-10.59453,-5.918577,-4.299348,6.883776,25.205385,-0.000769,-0.000769
266326,106,05:08.7,24,121,0,0,0,0,36.6,95796,2.555,-6.309,-6.434,-7.961,-9.019,-5.45,38.5,35.5,37.057,-0.477732,-0.05977,-10.58294,-5.958566,-4.252797,6.962666,25.205385,-0.000769,-0.000769
266828,106,05:09.2,24,121,0,0,0,0,36.6,95804,1.85,-6.684,-6.684,-8.354,-9.561,-5.939,38.437,35.5,37.096,-0.466099,-0.072186,-10.540419,-5.733572,-4.319969,6.915006,25.205385,-0.000769,-0.000769
267334,106,05:09.7,24,121,0,0,0,0,36.6,95803,1.939,-5.939,-5.939,-7.573,-8.619,-5.088,38.5,35.5,37.039,-0.460321,-0.05267,-10.577381,-5.876168,-4.446006,6.840594,25.205385,-0.000769,-0.000769
267841,106,05:10.3,24,121,0,0,0,0,36.6,95799,2.291,-5.939,-5.939,-7.573,-8.619,-4.968,38.437,35.5,37.057,-0.488337,-0.045433,-10.537595,-5.893901,-3.933194,6.657272,25.205385,-0.000769,-0.000769
268341,107,05:10.8,24,121,0,0,0,0,36.6,95800,2.204,-6.809,-6.809,-8.619,-9.698,-5.939,38.437,35.5,37.046,-0.466164,-0.039388,-10.532617,-5.941733,-4.2549,6.469872,25.205385,-0.000769,-0.000769
268847,107,05:11.3,24,121,0,0,0,0,36.6,95810,1.321,-6.434,-6.434,-8.092,-9.289,-5.572,38.5,35.5,37.061,-0.498463,-0.069821,-10.544295,-5.659152,-4.12629,6.587794,25.205385,-0.000769,-0.000769
269353,106,05:11.8,24,121,0,0,0,0,36.6,95799,2.291,-6.309,-6.434,-8.092,-9.289,-5.45,38.5,35.5,36.854,-0.465748,-0.050613,-10.55127,-5.676048,-4.248848,6.521382,25.205385,-0.000769,-0.000769
269861,106,05:12.3,24,121,0,0,0,0,36.6,95803,1.939,-6.684,-6.559,-8.486,-9.561,-5.816,38.5,35.5,37.086,-0.457936,-0.049014,-10.506458,-5.993543,-4.323083,6.449884,25.205385,-0.000769,-0.000769
270366,107,05:12.8,24,121,0,0,0,0,36.6,95793,2.819,-6.559,-6.684,-8.486,-9.698,-5.939,38.5,35.5,37.071,-0.453436,-0.034847,-10.5212,-6.047079,-4.300231,6.420124,25.205385,-0.000769,-0.000769
270871,107,05:13.3,24,121,0,0,0,0,36.6,95800,2.204,-6.684,-6.809,-8.619,-9.561,-5.939,38.5,35.5,37.071,-0.484495,-0.089527,-10.529026,-5.936521,-4.275767,6.615025,25.205385,-0.000769,-0.000769
271378,107,05:13.8,24,121,0,0,0,0,36.7,95798,2.378,-6.309,-6.309,-8.092,-9.019,-5.45,38.437,35.562,36.989,-0.478052,-0.046658,-10.56165,-6.203554,-4.122636,6.454998,25.205385,-0.000769,-0.000769
271878,107,05:14.3,24,121,0,0,0,0,36.7,95805,1.762,-6.185,-6.185,-7.831,-8.751,-5.208,38.437,35.5,37.064,-0.49417,-0.069607,-10.51719,-6.007678,-4.143922,6.53325,25.205385,-0.000769,-0.000769
272381,106,05:14.8,24,121,0,0,0,0,36.7,95801,2.114,-6.684,-6.559,-8.354,-9.425,-5.816,38.437,35.5,36.839,-0.462789,-0.078779,-10.50382,-5.787301,-4.268911,6.583764,25.205385,-0.000769,-0.000769
272888,106,05:15.3,24,121,0,0,0,0,36.7,95808,1.498,-6.809,-6.935,-8.619,-9.561,-5.939,38.437,35.5,36.868,-0.470056,-0.051916,-10.521319,-5.913222,-4.263754,6.561458,25.205385,-0.000769,-0.000769
273388,107,05:15.8,24,121,0,0,0,0,36.7,95803,1.939,-6.309,-6.434,-8.092,-9.019,-5.572,38.375,35.437,36.857,-0.501531,-0.036481,-10.578225,-5.946271,-4.265229,6.624788,25.205385,-0.000769,-0.000769
273892,107,05:16.3,24,121,0,0,0,0,36.7,95803,1.939,-6.434,-6.434,-8.223,-9.154,-5.572,38.437,35.437,36.839,-0.510343,-0.074478,-10.566305,-5.868836,-4.326642,6.558425,25.205385,-0.000769,-0.000769
274396,106,05:16.8,24,121,0,0,0,0,36.7,95801,2.114,-6.559,-6.559,-8.223,-9.289,-5.693,38.375,35.5,36.85,-0.497096,-0.087142,-10.497393,-5.92773,-4.28792,6.514865,25.205385,-0.000769,-0.000769
274902,106,05:17.3,24,121,0,0,0,0,36.7,95796,2.555,-6.434,-6.434,-8.092,-9.019,-5.45,38.312,35.437,36.857,-0.515648,-0.061461,-10.548641,-6.012097,-4.182677,6.543431,25.205385,-0.000769,-0.000769
275408,107,05:17.8,24,121,0,0,0,0,36.7,95792,2.907,-6.185,-6.309,-7.961,-8.885,-5.45,38.312,35.437,36.843,-0.539559,-0.076544,-10.557868,-5.911851,-4.084091,6.566535,25.205385,-0.000769,-0.000769
275913,107,05:18.3,24,121,0,0,0,0,36.7,95794,2.732,-6.309,-6.309,-8.092,-9.154,-5.572,38.312,35.437,36.846,-0.480392,-0.065832,-10.585255,-5.998129,-4.144649,6.580769,25.205385,-0.000769,-0.000769
276415,107,05:18.8,24,121,0,0,0,0,36.7,95806,1.675,-6.434,-6.434,-8.092,-9.154,-5.572,38.312,35.437,36.843,-0.505427,-0.065392,-10.533711,-6.071577,-4.171123,6.575366,25.205385,-0.000769,-0.000769
276921,107,05:19.3,24,121,0,0,0,0,36.7,95801,2.114,-6.434,-6.309,-8.223,-9.154,-5.693,38.25,35.437,36.632,-0.512403,-0.076994,-10.468573,-5.864442,-4.237094,6.622056,25.205385,-0.000769,-0.000769
277426,106,05:19.8,24,121,0,0,0,0,36.7,95802,2.027,-6.559,-6.559,-8.354,-9.425,-5.693,38.25,35.375,36.846,-0.516902,-0.091282,-10.539088,-5.807497,-4.450459,6.560452,25.205385,-0.000769,-0.000769
277932,106,05:20.3,24,121,0,0,0,0,36.7,95798,2.378,-6.062,-6.185,-7.831,-8.751,-5.208,38.25,35.375,36.618,-0.480623,-0.081959,-10.521265,-6.119825,-4.258924,6.46981,25.205385,-0.000769,-0.000769
278437,107,05:20.8,24,121,0,0,0,0,36.7,95802,2.027,-6.309,-6.309,-7.961,-8.885,-5.45,38.25,35.375,36.646,-0.455144,-0.084935,-10.510615,-6.246558,-4.158189,6.476037,25.205385,-0.000769,-0.000769
278944,107,05:21.4,24,121,0,0,0,0,36.7,95802,2.027,-6.434,-6.559,-8.354,-9.289,-5.693,38.25,35.375,36.839,-0.492789,-0.029549,-10.528301,-5.971623,-4.133392,6.619396,25.205385,-0.000769,-0.000769
279452,106,05:21.9,24,121,0,0,0,0,36.7,95805,1.762,-6.434,-6.559,-8.223,-9.154,-5.572,38.312,35.375,36.846,-0.505154,-0.025533,-10.542101,-5.910458,-4.363495,6.518779,25.205385,-0.000769,-0.000769
279955,106,05:22.4,24,121,0,0,0,0,36.7,95805,1.762,-6.434,-6.434,-8.223,-9.154,-5.572,38.312,35.437,36.636,-0.506217,-0.053705,-10.52968,-5.933972,-4.417137,6.532941,25.205385,-0.000769,-0.000769
280461,106,05:22.9,24,121,0,0,0,0,36.8,95806,1.675,-6.185,-6.309,-7.961,-8.885,-5.329,38.25,35.375,36.611,-0.483999,-0.086339,-10.524396,-5.957963,-4.205687,6.533812,25.205385,-0.000769,-0.000769
280961,106,05:23.4,24,121,0,0,0,0,36.7,95799,2.291,-6.559,-6.559,-8.354,-9.289,-5.693,38.25,35.375,36.596,-0.499059,-0.069175,-10.576839,-6.052689,-4.031022,6.511361,25.205385,-0.000769,-0.000769
281462,107,05:23.9,24,121,0,0,0,0,36.8,95804,1.85,-6.309,-6.309,-8.092,-9.019,-5.45,38.25,35.375,36.629,-0.515152,-0.083868,-10.513711,-6.045596,-4.13528,6.510439,25.205385,-0.000769,-0.000769
281969,107,05:24.4,24,121,0,0,0,0,36.8,95801,2.114,-6.809,-6.809,-8.619,-9.698,-6.062,38.187,35.375,36.632,-0.494714,-0.065737,-10.56648,-5.935186,-4.272107,6.443062,25.205385,-0.000769,-0.000769
282470,106,05:24.9,24,121,0,0,0,0,36.8,95792,2.907,-6.434,-6.434,-8.354,-9.289,-5.693,38.125,35.312,36.85,-0.437784,-0.076168,-10.54095,-5.974043,-4.224594,6.585639,25.205385,-0.000769,-0.000769
282978,106,05:25.4,24,121,0,0,0,0,36.8,95807,1.585,-6.684,-6.684,-8.354,-9.425,-5.816,38,35.312,36.614,-0.480238,-0.076702,-10.580344,-5.97614,-4.432032,6.474345,25.205385,-0.000769,-0.000769
283479,107,05:25.9,24,121,0,0,0,0,36.7,95796,2.555,-6.559,-6.559,-8.354,-9.289,-5.693,37.937,35.312,36.55,-0.450487,-0.071434,-10.526544,-5.915749,-4.047267,6.484646,25.205385,-0.000769,-0.000769
283987,107,05:26.4,24,121,0,0,0,0,36.8,95797,2.465,-6.062,-6.185,-7.573,-8.751,-5.088,37.875,35.312,36.521,-0.458881,-0.075867,-10.561774,-5.942123,-3.953715,6.495556,25.205385,-0.000769,-0.000769
284490,107,05:26.9,24,121,0,0,0,0,36.7,95790,3.084,-5.816,-5.816,-7.317,-8.223,-4.729,37.812,35.25,36.475,-0.438743,-0.112143,-10.529874,-6.029232,-4.111004,6.509319,25.205385,-0.000769,-0.000769
284995,107,05:27.4,24,121,0,0,0,0,36.7,95790,3.084,-6.185,-6.185,-7.831,-8.751,-5.088,37.75,35.25,36.496,-0.461004,-0.0935,-10.516672,-6.119241,-3.923895,6.516666,25.205385,-0.000769,-0.000769
285501,107,05:27.9,24,121,0,0,0,0,36.7,95788,3.258,-6.935,-7.062,-8.751,-9.698,-6.062,37.75,35.375,36.729,-0.383361,-0.051117,-10.490272,-5.790822,-5.076011,6.472036,25.205385,-0.000769,-0.000769
286009,106,05:28.4,24,121,0,0,0,0,36.8,95793,2.819,-6.309,-6.559,-7.702,-9.019,-5.816,37.687,35.437,36.604,-1.504769,-0.575476,-12.251091,-5.815702,-16.593414,11.307126,25.205385,-0.000769,-0.000769
286511,106,05:28.9,24,121,0,0,0,0,36.8,95789,3.171,-4.256,-4.492,-5.939,-6.809,-3.556,37.625,35.562,36.604,-0.595056,-0.943617,-10.204946,7.5028,4.826923,11.891776,25.205385,-0.000769,-0.000769
287017,106,05:29.4,24,121,0,0,0,0,36.7,95778,4.14,-8.619,-8.751,-10.957,-12.12,-7.831,37.562,35.562,36.611,-0.538518,-1.258913,-9.644615,-8.235983,1.517702,11.853269,25.205385,-0.000769,-0.000769
287524,106,05:29.9,24,121,0,0,0,0,36.8,95780,3.963,-4.848,-5.208,-6.559,-7.317,-4.256,37.437,35.687,36.632,-0.5581,-0.10261,-9.93722,-28.763029,0.415273,37.09711,25.205385,-0.000769,-0.000769
288025,107,05:30.4,24,121,0,0,0,0,36.8,95782,3.786,-6.062,-6.309,-7.702,-8.619,-5.088,37.375,35.687,36.621,0.419544,0.53004,-10.621112,-3.451374,-6.105747,6.446901,25.205385,-0.000769,-0.000769
288525,107,05:30.9,24,121,0,0,0,0,36.8,95784,3.612,-4.492,-4.968,-5.939,-6.559,-3.441,37.312,35.75,36.646,0.400561,-0.189641,-10.798928,-4.923246,-15.045784,14.925155,25.205385,-0.000769,-0.000769
289025,106,05:31.4,24,121,0,0,0,0,36.8,95776,4.315,-9.154,-9.425,-11.388,-12.569,-8.223,37.187,35.812,36.854,-0.644965,-0.390651,-10.500608,-8.017486,-8.747582,6.470872,25.205385,-0.000769,-0.000769
289531,106,05:31.9,24,121,0,0,0,0,36.8,95784,3.612,-5.45,-5.572,-6.935,-7.831,-4.61,37.062,35.937,36.864,-0.72952,-0.469913,-10.411115,-1.189662,-4.04854,0.611013,25.205385,-0.000769,-0.000769
290038,106,05:32.5,24,121,0,0,0,0,36.8,95784,3.612,-7.062,-7.445,-8.751,-9.698,-6.062,36.937,36,36.843,-0.635915,-0.570332,-10.659332,-8.858643,-3.54266,8.309236,25.205385,-0.000769,-0.000769
290541,106,05:33.0,24,121,0,0,0,0,36.8,95780,3.963,-5.572,-5.816,-6.935,-7.961,-4.61,36.937,36,36.846,-0.435839,-0.45708,-10.413233,-3.79464,-1.911218,1.489824,25.205385,-0.000769,-0.000769
291050,106,05:33.5,24,121,0,0,0,0,36.8,95786,3.435,-12.12,-12.569,-15.248,-16.954,-11.388,36.875,36.062,36.85,-0.61373,-0.48329,-10.481235,-7.163858,-5.863124,15.213596,25.205385,-0.000769,-0.000769
291558,106,05:34.0,24,121,0,0,0,0,36.9,95787,3.348,-6.935,-7.189,-8.751,-9.698,-6.185,36.812,36.25,36.85,-0.362591,-0.230944,-10.484985,-13.661401,2.514451,-8.303872,25.205385,-0.000769,-0.000769
292066,106,05:34.5,24,121,0,0,0,0,36.9,95782,3.786,-5.572,-5.572,-6.935,-7.831,-4.61,36.875,36.312,36.864,0.138457,0.447384,-10.529071,-6.092095,8.658761,-14.89394,25.205385,-0.000769,-0.000769
292566,106,05:35.0,24,121,0,0,0,0,37,95782,3.786,-5.572,-5.572,-7.445,-8.354,-4.848,36.812,36.437,37.025,0.613758,0.31813,-10.49796,-8.586808,-8.499064,14.113113,25.205385,-0.000769,-0.000769
293074,106,05:35.5,24,121,0,0,0,0,37,95781,3.876,-8.885,-8.885,-11.1,-12.12,-7.831,36.812,36.562,37.054,-0.68787,-0.674198,-10.440001,10.949171,-24.945896,13.459839,25.205385,-0.000769,-0.000769
293578,106,05:36.0,24,121,0,0,0,0,37,95783,3.699,-7.831,-7.961,-9.698,-10.814,-6.935,36.75,36.562,37.075,-0.853379,-0.959446,-10.283852,-10.043369,-4.276829,13.907155,25.205385,-0.000769,-0.000769
294081,106,05:36.5,24,121,0,0,0,0,37.1,95779,4.051,-6.434,-6.434,-8.092,-9.289,-5.816,36.75,36.687,37.071,-0.991844,-0.550285,-10.287439,-9.058341,-0.43689,-20.622425,25.205385,-0.000769,-0.000769
294589,106,05:37.0,24,121,0,0,0,0,37.1,95787,3.348,-9.835,-9.973,-12.12,-13.486,-9.154,36.812,36.687,37.064,0.626152,-0.748197,-10.485246,-7.195247,9.831205,1.114789,25.205385,-0.000769,-0.000769
295090,106,05:37.5,24,121,0,0,0,0,37.1,95786,3.435,-5.816,-5.816,-7.445,-8.486,-4.968,36.812,36.75,37.089,1.943732,-0.683847,-10.03812,-5.097995,7.691644,-45.194362,25.205385,-0.000769,-0.000769
295598,106,05:38.0,24,121,0,0,0,0,37.1,95786,3.435,-6.309,-6.434,-7.961,-9.019,-5.45,36.687,36.812,37.096,3.273176,-0.002711,-10.562199,-6.100074,13.34714,24.483686,25.205385,-0.000769,-0.000769
296104,106,05:38.5,24,121,0,0,0,0,34.3,95131,61.277,-6.809,-6.935,-8.619,-9.561,-5.939,36.687,37.187,37.136,4.289988,-0.85316,-10.221338,1.668283,-3.762708,4.161635,25.205385,-0.000769,-0.000769
296607,106,05:39.0,24,121,0,0,0,0,37.2,95784,3.612,-6.935,-6.935,-8.751,-9.835,-6.062,36.625,36.937,37.129,3.106475,-1.211239,-9.934573,8.704698,-35.220127,-4.864535,25.205385,-0.000769,-0.000769
297115,106,05:39.5,24,121,0,0,0,0,37.2,95788,3.258,-7.445,-7.445,-9.289,-10.391,-6.559,36.562,37,37.2,1.438434,-1.569446,-9.936199,-10.678148,-6.285766,7.549596,25.205385,-0.000769,-0.000769
297618,106,05:40.0,24,121,0,0,0,0,37.2,95780,3.963,-6.062,-6.185,-7.702,-8.751,-5.329,36.5,37.125,37.239,1.322071,-1.242608,-10.376551,-16.026273,7.59336,14.794404,25.205385,-0.000769,-0.000769
298125,106,05:40.5,24,121,0,0,0,0,37.3,95787,3.348,-5.693,-5.939,-7.317,-8.092,-4.61,36.437,37.125,37.236,1.573728,-0.2848,-10.539024,-14.938661,-17.318273,20.442628,25.205385,-0.000769,-0.000769
298625,106,05:41.0,24,121,0,0,0,0,37.3,95786,3.435,-6.935,-7.062,-8.751,-9.973,-6.309,36.437,37.187,37.286,-0.114136,0.464578,-10.05172,-8.97347,-12.373431,7.834901,25.205385,-0.000769,-0.000769
299128,106,05:41.5,24,121,0,0,0,0,37.3,95785,3.522,-5.939,-6.062,-7.831,-8.751,-5.208,36.437,37.187,37.446,-0.791041,0.110133,-10.394351,3.461346,-3.135678,11.989834,25.205385,-0.000769,-0.000769
299631,106,05:42.0,24,121,0,0,0,0,37.3,95780,3.963,-4.968,-5.088,-6.185,-7.062,-3.788,36.437,37.25,37.411,-0.895532,-1.365734,-11.015377,-5.941938,-1.978335,14.294204,25.205385,-0.000769,-0.000769
300133,107,05:42.5,24,121,0,0,0,0,37.3,95777,4.228,-6.309,-6.434,-8.223,-9.154,-5.45,36.437,37.375,37.532,0.443281,-0.982331,-10.9203,-3.934994,-6.499409,-20.558269,25.205385,-0.000769,-0.000769
300635,107,05:43.0,24,121,0,0,0,0,37.4,95778,4.14,-5.816,-5.816,-7.317,-8.223,-4.729,36.437,37.375,37.707,1.130077,-0.822852,-10.240514,-20.170425,5.575799,-10.992127,25.205385,-0.000769,-0.000769
301143,106,05:43.6,24,121,0,0,0,0,34.7,95136,60.833,-5.572,-5.572,-7.062,-7.961,-4.61,36.375,37.375,37.736,0.596915,-1.396452,-9.916808,-22.25761,-20.209085,-34.515895,25.205385,-0.000769,-0.000769
301650,106,05:44.1,24,121,0,0,0,0,37.4,95775,4.405,-4.492,-4.492,-5.816,-6.559,-3.326,36.125,37.437,37.757,0.529655,-0.854829,-10.365523,-26.565664,-4.196449,-51.46096,25.205385,-0.000769,-0.000769
302151,106,05:44.6,24,121,0,0,0,0,37.5,95775,4.405,-5.816,-5.816,-7.445,-8.354,-4.848,36,37.5,37.761,0.322303,0.072525,-10.326273,-15.031161,-9.230313,-59.344837,25.205385,-0.000769,-0.000769
302658,106,05:45.1,24,121,0,0,0,0,37.5,95777,4.228,-6.434,-6.434,-7.961,-9.019,-5.45,35.875,37.5,37.593,0.304726,0.161494,-10.651803,-8.812379,-1.557417,-23.760475,25.205385,-0.000769,-0.000769
303165,106,05:45.6,24,121,0,0,0,0,37.6,95788,3.258,-6.809,-6.935,-8.486,-9.561,-5.939,35.937,37.5,37.679,0.62396,0.106286,-10.540037,-5.10878,-3.953387,2.869591,25.205385,-0.000769,-0.000769
303671,106,05:46.1,24,121,0,0,0,0,37.5,95771,4.756,-7.062,-7.062,-8.885,-9.973,-6.185,35.812,37.5,37.486,0.127855,0.308012,-10.501915,-7.49878,-4.908664,45.417083,25.205385,-0.000769,-0.000769
304171,106,05:46.6,24,121,0,0,0,0,37.5,95779,4.051,-6.185,-6.309,-7.702,-8.619,-5.088,35.625,37.5,37.582,0.839649,0.549874,-10.357212,-2.231877,-1.815502,72.528686,25.205385,-0.000769,-0.000769
304675,106,05:47.1,24,121,0,0,0,0,37.5,95780,3.963,-7.702,-7.702,-9.973,-11.1,-7.189,35.5,37.562,37.764,0.607581,0.836839,-10.42999,-1.192295,-12.486361,57.579395,25.205385,-0.000769,-0.000769
305175,107,05:47.6,24,121,0,0,0,0,37.5,95774,4.492,-8.092,-8.092,-9.973,-11.243,-7.317,35.625,37.687,37.746,0.35729,-0.080156,-10.667217,5.007778,8.146139,93.924804,25.205385,-0.000769,-0.000769
305676,107,05:48.1,24,121,0,0,0,0,37.6,95784,3.612,-5.816,-5.816,-7.317,-8.486,-5.329,35.562,37.687,37.768,0.962912,-0.384752,-10.43531,3.368233,10.733428,126.790321,25.205385,-0.000769,-0.000769
306182,106,05:48.6,24,121,0,0,0,0,32.8,94535,114.189,-6.559,-6.434,-8.092,-9.154,-5.572,35.562,37.937,37.779,0.427467,-1.060132,-10.442663,-3.285741,0.551179,87.704582,25.205385,-0.000769,-0.000769
306689,106,05:49.1,24,121,0,0,0,0,37.5,95780,3.963,-6.185,-6.185,-7.831,-8.885,-5.329,35.5,37.625,37.754,-0.854487,-0.78441,-10.583855,-10.831428,-8.997918,21.347694,25.205385,-0.000769,-0.000769
307192,106,05:49.6,24,121,0,0,0,0,37.5,95774,4.492,-6.559,-6.809,-8.223,-9.154,-5.572,35.375,37.562,37.779,-0.695671,-0.563925,-10.395781,-6.217205,-2.681101,17.151082,25.205385,-0.000769,-0.000769
307699,106,05:50.1,24,121,0,0,0,0,37.4,95782,3.786,-6.809,-6.809,-8.751,-9.698,-5.816,35.312,37.5,37.75,-0.685438,-0.00023,-10.384855,-12.970403,-9.54846,-10.531758,25.205385,-0.000769,-0.000769
308206,106,05:50.6,24,121,0,0,0,0,37.4,95782,3.786,-6.309,-6.434,-7.961,-8.885,-5.329,35.25,37.5,37.761,-1.177513,-1.269465,-10.27637,-7.879852,0.41747,-4.374273,25.205385,-0.000769,-0.000769
308712,106,05:51.1,24,121,0,0,0,0,37.4,95781,3.876,-6.434,-6.434,-7.961,-9.154,-5.572,35.187,37.5,37.5,-0.743737,-0.901636,-10.438565,-4.672526,-2.57763,6.97482,25.205385,-0.000769,-0.000769
309220,107,05:51.6,24,121,0,0,0,0,37.4,95777,4.228,-6.559,-6.559,-8.354,-9.289,-5.816,35.187,37.5,37.761,-0.821767,-0.805684,-10.456199,-5.484449,-4.899121,11.265219,25.205385,-0.000769,-0.000769
309723,107,05:52.1,24,121,0,0,0,0,37.4,95776,4.315,-6.309,-6.309,-8.092,-9.019,-5.45,35.125,37.437,37.775,-0.870541,-0.883057,-10.368821,-5.289856,-4.49314,8.869819,25.205385,-0.000769,-0.000769
310224,106,05:52.6,24,121,0,0,0,0,37.4,95780,3.963,-6.684,-6.809,-8.486,-9.425,-5.693,35.125,37.437,37.532,-1.155089,-0.728827,-10.128467,-5.535654,-12.477234,-26.903181,25.205385,-0.000769,-0.000769
310731,106,05:53.1,24,121,0,0,0,0,37.5,95775,4.405,-6.559,-6.684,-8.354,-9.154,-5.45,35.062,37.562,37.786,-1.135848,-0.777677,-10.066248,-27.683917,0.753375,-49.748416,25.205385,-0.000769,-0.000769
311231,106,05:53.6,24,121,0,0,0,0,37.5,95778,4.14,-6.434,-6.434,-8.092,-9.154,-5.572,35.062,37.687,37.761,0.25497,-0.346322,-10.491906,-14.115622,1.574599,-29.302143,25.205385,-0.000769,-0.000769
311733,106,05:54.1,24,121,0,0,0,0,37.5,95773,4.579,-6.684,-6.559,-8.486,-9.561,-5.939,35,37.812,37.532,0.490852,0.194806,-10.828922,-8.079383,-2.827679,-15.991782,25.205385,-0.000769,-0.000769
312239,106,05:54.6,24,121,0,0,0,0,37.5,95789,3.171,-6.309,-6.309,-7.961,-8.885,-5.329,35,37.812,37.671,0.535064,0.479203,-10.58793,-14.646388,-9.078898,-12.351531,25.205385,-0.000769,-0.000769
312748,106,05:55.2,24,121,0,0,0,0,37.5,95781,3.876,-6.559,-6.559,-8.354,-9.425,-5.693,35.062,37.937,37.757,0.221787,0.472784,-10.701696,-8.570045,-2.060093,0.704485,25.205385,-0.000769,-0.000769
